Time,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out
14:21:43,489,491.33,24.75,486.5,493.53,24.25
14:21:44,489,496.07,24.25,485.7,488.02,24.75
14:21:45,489,491.33,24.75,486.5,486.5,25
14:21:46,489.6,494.3,24.5,485.6,492.62,24.25
14:21:47,490.3,492.64,24.75,486,490.66,24.5
14:21:48,489.1,493.79,24.5,485.6,492.62,24.25
14:21:49,490.8,493.14,24.75,486.9,496.33,24
14:21:50,490.6,495.31,24.5,486.9,496.33,24
14:21:51,489.8,492.14,24.75,486.1,495.51,24
14:21:52,490.9,493.24,24.75,486.5,493.53,24.25
14:21:53,491.7,496.42,24.5,487.3,491.97,24.5
14:21:54,489.9,489.9,25,486.5,491.17,24.5
14:21:55,491,491,25,487,494.04,24.25
14:21:56,490.9,498,24.25,485.7,488.02,24.75
14:21:57,491.1,491.1,25,486.8,489.12,24.75
14:21:58,491.4,498.5,24.25,487,489.32,24.75
14:21:59,490.7,493.04,24.75,486.1,493.13,24.25
14:22:00,491.2,491.2,25,486.5,493.53,24.25
14:22:01,492.5,497.22,24.5,486.6,488.92,24.75
14:22:02,491.8,494.15,24.75,486.6,496.02,24
14:22:02,491.3,488.98,25.25,487,491.67,24.5
14:22:03,491.9,491.9,25,487.3,489.63,24.75
14:22:04,492,492,25,487.8,492.48,24.5
14:22:05,492.6,490.27,25.25,487,496.43,24
14:22:06,493.2,493.2,25,486.6,491.27,24.5
14:22:07,493.3,490.97,25.25,487,496.43,24
14:22:08,494,491.66,25.25,487.4,494.45,24.25
14:22:09,492.8,492.8,25,487.8,494.85,24.25
14:22:11,493.5,493.5,25,488.2,492.88,24.5
14:22:11,492.7,490.37,25.25,487.8,494.85,24.25
14:22:12,492,489.67,25.25,487,496.43,24
14:22:13,492.5,490.17,25.25,487,489.32,24.75
14:22:14,493.3,495.65,24.75,488.3,492.98,24.5
14:22:15,492.7,492.7,25,487,496.43,24
14:22:16,494,491.66,25.25,487.4,492.07,24.5
14:22:17,493,490.67,25.25,487,491.67,24.5
14:22:18,493.4,491.07,25.25,487.9,492.58,24.5
14:22:19,493.7,496.06,24.75,489.3,489.3,25
14:22:20,493.8,491.47,25.25,487.8,492.48,24.5
14:22:21,492.9,490.57,25.25,487,491.67,24.5
14:22:22,493.3,488.66,25.5,485.2,492.21,24.25
14:22:23,494,494,25,487.6,494.65,24.25
14:22:24,494.2,489.55,25.5,488.3,497.76,24
14:22:25,493.6,493.6,25,487.5,492.18,24.5
14:22:26,494.7,492.36,25.25,488.3,490.63,24.75
14:22:27,493.6,498.33,24.5,487.5,492.18,24.5
14:22:28,494.8,494.8,25,488.7,493.39,24.5
14:22:29,494.3,494.3,25,488.3,490.63,24.75
14:22:30,494.3,491.96,25.25,488.3,490.63,24.75
14:22:31,494.3,491.96,25.25,488.4,490.73,24.75
14:22:32,494.4,494.4,25,487.6,489.93,24.75
14:22:33,494.3,496.66,24.75,488.4,490.73,24.75
14:22:34,495.1,492.76,25.25,488.4,490.73,24.75
14:22:35,494.5,492.16,25.25,488.3,490.63,24.75
14:22:36,495,490.34,25.5,487.6,489.93,24.75
14:22:37,494.8,494.8,25,487.2,489.53,24.75
14:22:38,494.9,490.24,25.5,488.1,495.16,24.25
14:22:39,495.8,495.8,25,488,492.68,24.5
14:22:40,495.6,490.94,25.5,487.7,490.03,24.75
14:22:41,496.3,493.95,25.25,488.1,495.16,24.25
14:22:42,494.8,492.46,25.25,488,490.33,24.75
14:22:43,494,491.66,25.25,487.2,491.87,24.5
14:22:44,491,491,25,487.5,496.94,24
14:22:45,487.6,489.93,24.75,485.4,487.72,24.75
14:22:45,485.8,481.23,25.5,484.4,491.4,24.25
14:22:46,484.1,479.54,25.5,484.6,489.25,24.5
14:22:47,482.1,477.56,25.5,483.6,488.24,24.5
14:22:48,480.3,480.3,25,483.3,490.29,24.25
14:22:49,479.1,479.1,25,481.9,488.87,24.25
14:22:50,479.9,475.38,25.5,481.6,486.22,24.5
14:22:51,479.6,475.09,25.5,482.3,486.93,24.5
14:22:52,479,474.49,25.5,481.5,483.8,24.75
14:22:53,477.3,477.3,25,481,485.61,24.5
14:22:54,478.8,476.54,25.25,480.9,485.51,24.5
14:22:55,478.3,473.8,25.5,481,485.61,24.5
14:22:56,479.8,475.28,25.5,481.9,484.2,24.75
14:22:57,482.7,480.42,25.25,482.4,489.37,24.25
14:22:58,488.7,484.1,25.5,483.7,488.34,24.5
14:22:59,489.8,485.19,25.5,484.2,488.84,24.5
14:23:00,491.9,487.27,25.5,486,488.32,24.75
14:23:01,492.9,492.9,25,487.2,489.53,24.75
14:23:02,494.2,494.2,25,487.1,489.42,24.75
14:23:03,494.8,494.8,25,488.2,492.88,24.5
14:23:04,494.7,490.04,25.5,487.6,489.93,24.75
14:23:05,495.7,491.04,25.5,488.9,493.59,24.5
14:23:06,495.6,490.94,25.5,488.1,495.16,24.25
14:23:07,496.1,486.85,26,489.4,494.09,24.5
14:23:08,495.6,488.64,25.75,488.2,492.88,24.5
14:23:09,495.7,488.74,25.75,488.2,495.26,24.25
14:23:10,496.3,489.33,25.75,488.6,490.93,24.75
14:23:11,496.2,493.85,25.25,488.5,493.19,24.5
14:23:12,495.6,488.64,25.75,489,491.33,24.75
14:23:13,495.6,484.1,26.25,489.4,494.09,24.5
14:23:14,496.4,489.43,25.75,489,491.33,24.75
14:23:15,497.1,487.83,26,489.1,493.79,24.5
14:23:16,497.7,493.02,25.5,489,493.69,24.5
14:23:17,496.3,489.33,25.75,488.6,493.29,24.5
14:23:18,497.7,490.71,25.75,489.1,491.43,24.75
14:23:19,496.9,487.63,26,488.7,493.39,24.5
14:23:20,497.1,490.12,25.75,489.4,494.09,24.5
14:23:21,496.3,487.05,26,489.9,499.39,24
14:23:22,497.1,490.12,25.75,489.2,498.67,24
14:23:23,497.9,486.35,26.25,489.6,491.94,24.75
14:23:24,497.8,488.52,26,490.4,492.74,24.75
14:23:25,497.1,490.12,25.75,489.1,493.79,24.5
14:23:26,497.1,490.12,25.75,489.4,494.09,24.5
14:23:27,497.1,485.57,26.25,489.8,494.5,24.5
14:23:28,497.8,488.52,26,489.5,494.19,24.5
14:23:28,497.2,485.67,26.25,489.5,494.19,24.5
14:23:30,497,487.73,26,489.1,496.17,24.25
14:23:30,497,485.47,26.25,489.5,491.84,24.75
14:23:31,496.9,485.37,26.25,489.9,494.6,24.5
14:23:32,497.1,485.57,26.25,490.1,494.8,24.5
14:23:33,497.2,492.52,25.5,489.5,496.58,24.25
14:23:34,495.7,488.74,25.75,490,494.7,24.5
14:23:35,496.4,489.43,25.75,490.4,497.49,24.25
14:23:36,497.9,488.62,26,489.7,494.4,24.5
14:23:37,497,492.32,25.5,490.1,497.18,24.25
14:23:38,497.1,485.57,26.25,489.6,494.3,24.5
14:23:39,497.7,486.15,26.25,490.5,495.2,24.5
14:23:40,497.8,490.81,25.75,490.5,495.2,24.5
14:23:41,498,488.71,26,490.1,499.59,24
14:23:42,499.3,489.99,26,490.1,492.44,24.75
14:23:43,497.2,485.67,26.25,490.1,494.8,24.5
14:23:44,497.1,492.42,25.5,490.1,494.8,24.5
14:23:45,497.8,486.25,26.25,490.1,497.18,24.25
14:23:46,497.9,488.62,26,489.7,492.04,24.75
14:23:47,496.9,487.63,26,490.5,500,24
14:23:48,497.2,485.67,26.25,490.5,495.2,24.5
14:23:49,497.2,487.93,26,491,495.71,24.5
14:23:50,497.9,488.62,26,490.1,497.18,24.25
14:23:51,499.3,489.99,26,490.1,494.8,24.5
14:23:52,498.1,493.41,25.5,490.6,495.31,24.5
14:23:53,498.7,489.4,26,490,492.34,24.75
14:23:54,497.9,490.9,25.75,490.3,497.39,24.25
14:23:55,498,488.71,26,490.5,495.2,24.5
14:23:56,497.9,493.21,25.5,489.9,496.98,24.25
14:23:57,498.7,494.01,25.5,490.1,497.18,24.25
14:23:58,500,490.68,26,490.1,494.8,24.5
14:23:59,499.9,488.3,26.25,490.6,497.69,24.25
14:24:00,497.9,490.9,25.75,490.4,497.49,24.25
14:24:01,499.2,492.19,25.75,490.8,495.51,24.5
14:24:02,498.7,489.4,26,490.8,493.14,24.75
14:24:03,499.5,490.19,26,490.1,494.8,24.5
14:24:04,498.1,491.1,25.75,490.4,492.74,24.75
14:24:05,498.8,491.79,25.75,489.9,501.82,23.75
14:24:06,498.9,491.89,25.75,490,497.08,24.25
14:24:07,498.9,494.21,25.5,489.8,494.5,24.5
14:24:08,499.4,490.09,26,490.9,498,24.25
14:24:09,499.5,487.91,26.25,490.1,494.8,24.5
14:24:10,500.1,495.39,25.5,490.1,492.44,24.75
14:24:11,500.1,488.5,26.25,490.4,495.1,24.5
14:24:11,500.3,497.93,25.25,490.1,497.18,24.25
14:24:12,500.1,490.78,26,490.1,494.8,24.5
14:24:13,500.2,493.17,25.75,490.1,497.18,24.25
14:24:14,500.1,490.78,26,490,497.08,24.25
14:24:15,500.8,491.46,26,490.4,497.49,24.25
14:24:16,500.9,493.86,25.75,490.7,495.41,24.5
14:24:17,501.6,494.55,25.75,490,492.34,24.75
14:24:18,501.8,494.75,25.75,490.4,495.1,24.5
14:24:19,501.1,491.76,26,489.9,496.98,24.25
14:24:20,501.7,490.06,26.25,489.9,494.6,24.5
14:24:21,501.9,492.54,26,489.9,492.24,24.75
14:24:22,501,493.96,25.75,490.4,495.1,24.5
14:24:23,501,491.66,26,489.9,494.6,24.5
14:24:24,501.8,492.44,26,490.3,497.39,24.25
14:24:25,501.9,492.54,26,490,492.34,24.75
14:24:26,501.7,494.65,25.75,490.5,495.2,24.5
14:24:27,502,497.28,25.5,489.8,494.5,24.5
14:24:28,501.8,494.75,25.75,490.8,495.51,24.5
14:24:29,502,492.64,26,489.9,494.6,24.5
14:24:30,501.8,492.44,26,489.5,498.98,24
14:24:31,502.5,493.13,26,490.3,492.64,24.75
14:24:32,501.8,497.08,25.5,490.2,494.9,24.5
14:24:33,502.4,497.67,25.5,489.9,492.24,24.75
14:24:34,501.9,490.26,26.25,489.8,492.14,24.75
14:24:35,501.9,494.85,25.75,490.3,497.39,24.25
14:24:36,501.8,492.44,26,489.9,494.6,24.5
14:24:37,501.6,494.55,25.75,490.3,492.64,24.75
14:24:38,502.8,498.07,25.5,489.4,491.74,24.75
14:24:39,501.8,490.16,26.25,490.2,494.9,24.5
14:24:40,502,492.64,26,490.3,495,24.5
14:24:41,504.2,494.8,26,489.5,494.19,24.5
14:24:42,504.1,494.7,26,490.7,493.04,24.75
14:24:43,504.9,500.15,25.5,489.9,492.24,24.75
14:24:44,503.1,493.72,26,490.7,500.2,24
14:24:45,502.7,493.33,26,489.3,498.78,24
14:24:46,502.6,493.23,26,490.2,497.29,24.25
14:24:47,503.2,496.13,25.75,489.8,496.88,24.25
14:24:48,503,493.62,26,489.7,489.7,25
14:24:49,502.7,495.64,25.75,490.6,495.31,24.5
14:24:50,503.3,496.23,25.75,489.3,493.99,24.5
14:24:51,503.2,498.46,25.5,489.4,491.74,24.75
14:24:52,502,492.64,26,490.3,497.39,24.25
14:24:53,504.1,494.7,26,489.9,496.98,24.25
14:24:54,504.1,497.02,25.75,490.3,499.8,24
14:24:54,504,496.92,25.75,490.7,500.2,24
14:24:55,504,496.92,25.75,489.9,494.6,24.5
14:24:56,503.4,496.33,25.75,489.7,496.78,24.25
14:24:58,503.8,496.72,25.75,489.4,494.09,24.5
14:24:58,503.8,496.72,25.75,490.8,493.14,24.75
14:24:59,503.9,496.82,25.75,490.3,495,24.5
14:25:00,503.3,498.56,25.5,490.3,495,24.5
14:25:01,502.8,493.42,26,490.7,493.04,24.75
14:25:02,503.2,493.82,26,490.3,495,24.5
14:25:03,503.5,496.43,25.75,490.7,500.2,24
14:25:04,503.3,493.92,26,490.2,499.69,24
14:25:05,504,494.6,26,489.8,492.14,24.75
14:25:06,503.3,496.23,25.75,490.6,497.69,24.25
14:25:07,504,494.6,26,490.3,492.64,24.75
14:25:08,503.4,494.01,26,490.3,497.39,24.25
14:25:09,502.7,495.64,25.75,490.8,495.51,24.5
14:25:10,503.3,493.92,26,490.2,497.29,24.25
14:25:11,503.2,496.13,25.75,490.2,494.9,24.5
14:25:12,503.2,493.82,26,490.3,495,24.5
14:25:13,503.3,496.23,25.75,490.8,495.51,24.5
14:25:14,503.8,492.11,26.25,489.9,496.98,24.25
14:25:15,504,494.6,26,489.8,494.5,24.5
14:25:16,503.2,496.13,25.75,490.3,497.39,24.25
14:25:17,504.5,492.8,26.25,490,499.49,24
14:25:18,503.8,494.41,26,490,492.34,24.75
14:25:19,503.1,496.03,25.75,489.8,496.88,24.25
14:25:20,503.7,496.62,25.75,489.5,491.84,24.75
14:25:21,503,491.33,26.25,490.3,492.64,24.75
14:25:22,503.1,493.72,26,490.7,495.41,24.5
14:25:23,504,496.92,25.75,490,492.34,24.75
14:25:24,502.7,495.64,25.75,490.8,500.31,24
14:25:25,503.4,496.33,25.75,490.5,492.84,24.75
14:25:26,503.1,496.03,25.75,490.7,495.41,24.5
14:25:27,479.8,473.06,25.75,490.8,497.9,24.25
14:25:28,456.1,451.81,25.5,477.7,482.28,24.5
14:25:29,484.1,477.3,25.75,462.8,462.8,25
14:25:30,484.2,477.4,25.75,474.9,479.45,24.5
14:25:31,488.7,479.59,26,477.1,481.68,24.5
14:25:32,493.4,488.76,25.5,480.9,487.85,24.25
14:25:33,496.3,487.05,26,483.7,490.69,24.25
14:25:34,499.9,492.88,25.75,485.3,487.62,24.75
14:25:35,500.8,496.09,25.5,487,491.67,24.5
14:25:36,501.7,494.65,25.75,487.2,489.53,24.75
14:25:37,500.3,486.44,26.5,488.8,493.49,24.5
14:25:37,501.7,492.35,26,489,493.69,24.5
14:25:38,502.4,493.03,26,489.9,496.98,24.25
14:25:39,501.8,497.08,25.5,489,498.47,24
14:25:40,502.5,493.13,26,489.9,494.6,24.5
14:25:41,503,495.93,25.75,489.5,496.58,24.25
14:25:42,502.4,497.67,25.5,489.6,494.3,24.5
14:25:43,502.2,495.14,25.75,489.9,494.6,24.5
14:25:44,502.9,493.52,26,490.4,495.1,24.5
14:25:45,502.9,491.23,26.25,490.4,497.49,24.25
14:25:46,502.5,497.77,25.5,491.1,498.2,24.25
14:25:47,501.8,492.44,26,490.9,498,24.25
14:25:48,501.5,494.45,25.75,490.3,497.39,24.25
14:25:49,501.6,496.88,25.5,490,494.7,24.5
14:25:50,498.6,489.3,26,490.8,497.9,24.25
14:25:51,497.1,492.42,25.5,490.2,490.2,25
14:25:52,330.2,325.56,25.75,489.9,494.6,24.5
14:25:53,244.6,238.93,26.25,488.9,498.37,24
14:25:54,263.9,260.19,25.75,488.6,493.29,24.5
14:25:55,431.1,425.04,25.75,487.1,494.14,24.25
14:25:56,430.3,422.28,26,485.2,492.21,24.25
14:25:57,378.4,369.62,26.25,484.6,489.25,24.5
14:25:58,329,322.87,26,484.1,491.1,24.25
14:25:59,315.6,309.72,26,413.8,419.78,24.25
14:26:00,300.7,295.09,26,25.74,26.37,23.75
14:26:01,284.3,280.31,25.75,24.39,24.62,24.5
14:26:02,269.5,264.47,26,22.66,23.21,23.75
14:26:03,254,250.43,25.75,21.77,21.98,24.5
14:26:04,239.9,236.53,25.75,24.4,24.63,24.5
14:26:05,224.4,220.22,26,26.19,26.57,24.25
14:26:06,208.9,205.97,25.75,25.3,25.42,24.75
14:26:07,192,189.3,25.75,24.85,25.09,24.5
14:26:08,176,174.34,25.5,23.57,23.68,24.75
14:26:09,160.5,158.25,25.75,23.56,23.79,24.5
14:26:10,147.5,144.08,26.25,22.21,22.53,24.25
14:26:11,135.8,132.65,26.25,21.38,21.69,24.25
14:26:12,124.1,121.22,26.25,18.76,19.03,24.25
14:26:13,113.2,111.61,25.75,17.85,18.2,24
14:26:14,103,101.08,26,16.12,16.2,24.75
14:26:15,92.14,90.85,25.75,15.23,15.45,24.25
14:26:16,84.18,83.39,25.5,14.39,14.46,24.75
14:26:17,75.52,74.81,25.5,13.5,13.63,24.5
14:26:18,71.91,70.57,26,12.22,12.46,24
14:26:19,68.27,67.31,25.75,10.88,11.09,24
14:26:20,61.82,60.95,25.75,9.99,10.09,24.5
14:26:21,57.45,56.38,26,10.43,10.48,24.75
14:26:21,51.76,50.79,26,9.15,9.19,24.75
14:26:22,47.44,46.77,25.75,8.25,8.37,24.25
14:26:23,45.2,44.36,26,7.81,7.88,24.5
14:26:24,43.81,43.19,25.75,7.81,7.88,24.5
14:26:25,40.24,39.49,26,7.42,7.53,24.25
14:26:26,39.5,38.76,26,6.97,6.97,25
14:26:27,38.02,37.49,25.75,6.97,7,24.75
14:26:28,35.91,35.41,25.75,6.53,6.56,24.75
14:26:29,34.44,34.12,25.5,6.97,7.04,24.5
14:26:30,32.98,32.52,25.75,6.08,6.11,24.75
14:26:31,33.69,33.37,25.5,5.63,5.68,24.5
14:26:32,32.32,31.87,25.75,6.08,6.11,24.75
14:26:33,31.58,31.28,25.5,5.63,5.68,24.5
14:26:34,30.86,30.57,25.5,4.8,4.92,23.75
14:26:35,30.84,30.41,25.75,5.24,5.32,24.25
14:26:36,28.75,28.35,25.75,5.63,5.68,24.5
14:26:37,29.37,28.96,25.75,4.79,4.84,24.5
14:26:38,28,27.74,25.5,4.79,4.81,24.75
14:26:39,27.27,26.89,25.75,5.24,5.29,24.5
14:26:40,27.99,27.47,26,4.35,4.41,24.25
14:26:41,26.54,26.05,26,5.24,5.29,24.5
14:26:42,25.16,24.58,26.25,4.35,4.39,24.5
14:26:43,25.8,25.44,25.75,4.79,4.84,24.5
14:26:44,25.8,25.56,25.5,4.35,4.46,23.75
14:26:45,25.15,24.68,26,4.79,4.84,24.5
14:26:46,25.15,24.68,26,4.79,4.84,24.5
14:26:47,25.78,25.18,26.25,4.35,4.39,24.5
14:26:48,23.68,23.13,26.25,4.79,4.84,24.5
14:26:49,23.69,23.25,26,4.79,4.81,24.75
14:26:50,25.14,24.67,26,3.9,3.94,24.5
14:26:51,23.68,23.35,25.75,3.9,3.94,24.5
14:26:52,22.95,22.63,25.75,4.79,4.84,24.5
14:26:53,23.68,23.35,25.75,4.35,4.39,24.5
14:26:54,22.94,22.62,25.75,4.79,4.86,24.25
14:26:55,24.4,23.95,26,3.9,3.98,24
14:26:56,23.67,23.45,25.5,4.35,4.43,24
14:26:57,23.68,23.46,25.5,4.35,4.39,24.5
14:26:58,22.22,21.81,26,3.9,3.92,24.75
14:26:59,22.22,21.7,26.25,4.35,4.43,24
14:27:00,21.47,21.17,25.75,4.35,4.41,24.25
14:27:01,21.48,21.18,25.75,3.9,3.94,24.5
14:27:02,22.94,22.72,25.5,4.35,4.43,24
14:27:03,22.21,21.9,25.75,3.9,3.94,24.5
14:27:03,20.11,19.83,25.75,3.9,3.92,24.75
14:27:04,21.48,21.18,25.75,4.35,4.39,24.5
14:27:05,21.48,20.98,26.25,4.35,4.39,24.5
14:27:06,20.84,20.45,26,4.35,4.37,24.75
14:27:07,22.2,21.89,25.75,4.35,4.43,24
14:27:08,21.48,21.08,26,3.46,3.49,24.5
14:27:09,22.21,21.9,25.75,3.46,3.48,24.75
14:27:10,21.48,21.08,26,4.35,4.39,24.5
14:27:11,20.84,20.45,26,3.9,3.94,24.5
14:27:12,22.21,21.8,26,4.35,4.39,24.5
14:27:13,20.83,20.44,26,3.91,3.95,24.5
14:27:14,21.47,21.17,25.75,3.46,3.49,24.5
14:27:15,21.48,21.28,25.5,3.9,3.94,24.5
14:27:16,22.94,22.41,26.25,4.35,4.39,24.5
14:27:17,21.48,21.18,25.75,3.9,3.94,24.5
14:27:18,22.2,21.79,26,3.9,3.92,24.75
14:27:19,20.84,20.45,26,4.79,4.86,24.25
14:27:20,21.47,21.07,26,3.9,3.98,24
14:27:22,22.21,21.9,25.75,3.46,3.48,24.75
14:27:22,20.84,20.55,25.75,4.35,4.39,24.5
14:27:23,20.84,20.55,25.75,4.79,4.86,24.25
14:27:24,20.84,20.55,25.75,4.79,4.81,24.75
14:27:25,21.51,21.21,25.75,4.8,4.85,24.5
14:27:26,21.47,21.07,26,3.9,3.94,24.5
14:27:27,20.84,20.55,25.75,3.9,3.94,24.5
14:27:28,20.11,19.83,25.75,3.9,3.94,24.5
14:27:29,20.83,20.63,25.5,3.46,3.53,24
14:27:30,20.1,20,25.25,3.9,3.92,24.75
14:27:31,19.37,19.01,26,4.35,4.37,24.75
14:27:32,20.1,19.82,25.75,3.9,3.92,24.75
14:27:33,19.38,19.11,25.75,3.9,3.92,24.75
14:27:34,19.37,19.1,25.75,3.9,3.94,24.5
14:27:35,20.1,19.73,26,3.01,3.07,24
14:27:36,20.84,20.55,25.75,3.46,3.49,24.5
14:27:37,20.84,20.45,26,3.9,3.92,24.75
14:27:38,20.1,19.82,25.75,3.46,3.48,24.75
14:27:39,19.37,19.01,26,4.35,4.41,24.25
14:27:40,20.83,20.73,25.25,3.9,3.94,24.5
14:27:41,20.1,19.82,25.75,3.46,3.49,24.5
14:27:42,21.47,21.17,25.75,3.46,3.48,24.75
14:27:43,19.37,19.1,25.75,3.9,3.96,24.25
14:27:44,19.38,19.11,25.75,3.9,3.94,24.5
14:27:45,18.64,18.29,26,3.9,3.92,24.75
14:27:46,20.1,19.73,26,3.01,3.05,24.25
14:27:46,19.37,19.1,25.75,3.9,3.94,24.5
14:27:47,20.83,20.35,26.25,3.9,3.92,24.75
14:27:48,20.1,19.82,25.75,3.46,3.49,24.5
14:27:49,19.37,19.01,26,4.35,4.37,24.75
14:27:50,20.1,19.73,26,3.9,3.94,24.5
14:27:51,20.1,19.82,25.75,3.46,3.49,24.5
14:27:52,20.1,19.73,26,4.35,4.37,24.75
14:27:53,20.83,20.44,26,3.9,3.98,24
14:27:54,18.64,18.46,25.5,4.35,4.41,24.25
14:27:55,18.64,18.38,25.75,4.35,4.41,24.25
14:27:56,18.64,18.38,25.75,3.9,3.98,24
14:27:57,19.37,19.01,26,3.9,3.92,24.75
14:27:58,19.37,19.1,25.75,4.35,4.41,24.25
14:27:59,19.37,19.1,25.75,3.9,3.94,24.5
14:28:00,18.63,18.37,25.75,4.35,4.37,24.75
14:28:01,19.37,19.28,25.25,3.46,3.48,24.75
14:28:02,20.1,19.73,26,3.46,3.51,24.25
14:28:03,19.37,19.1,25.75,3.01,3.04,24.5
14:28:04,20.11,19.83,25.75,3.46,3.48,24.75
14:28:05,19.38,19.11,25.75,4.35,4.37,24.75
14:28:06,20.1,19.91,25.5,3.46,3.53,24
14:28:07,18.64,18.29,26,3.9,3.96,24.25
14:28:08,18.64,18.21,26.25,3.9,3.94,24.5
14:28:09,20.11,19.92,25.5,3.46,3.49,24.5
14:28:10,18.63,18.45,25.5,4.8,4.87,24.25
14:28:11,19.37,19.01,26,3.46,3.49,24.5
14:28:12,19.38,19.02,26,4.35,4.37,24.75
14:28:13,20.09,19.72,26,2.62,2.65,24.5
14:28:14,18.64,18.21,26.25,3.01,3.05,24.25
14:28:15,19.38,19.11,25.75,3.9,3.92,24.75
14:28:16,17.91,17.66,25.75,3.9,3.96,24.25
14:28:17,18.64,18.38,25.75,4.35,4.41,24.25
14:28:18,17.91,17.66,25.75,4.35,4.37,24.75
14:28:19,17.9,17.57,26,3.9,3.94,24.5
14:28:20,19.36,19.09,25.75,3.46,3.48,24.75
14:28:21,20.09,19.72,26,3.9,3.92,24.75
14:28:22,18.64,18.38,25.75,4.35,4.41,24.25
14:28:23,20.11,19.64,26.25,4.35,4.39,24.5
14:28:24,20.11,19.74,26,3.9,3.92,24.75
14:28:25,19.38,19.11,25.75,3.9,3.96,24.25
14:28:26,19.38,19.11,25.75,4.35,4.37,24.75
14:28:27,20.1,19.73,26,3.9,3.96,24.25
14:28:28,18.64,18.29,26,4.79,4.81,24.75
14:28:29,20.1,19.73,26,3.46,3.49,24.5
14:28:29,18.64,18.29,26,3.9,3.98,24
14:28:31,19.37,19.01,26,3.46,3.48,24.75
14:28:31,19.38,19.02,26,3.9,3.94,24.5
14:28:32,19.38,19.11,25.75,4.35,4.37,24.75
14:28:33,18.64,18.21,26.25,4.35,4.37,24.75
14:28:34,19.37,19.19,25.5,4.35,4.39,24.5
14:28:35,17.91,17.66,25.75,4.35,4.37,24.75
14:28:36,22.21,22,25.5,3.46,3.51,24.25
14:28:37,20.11,19.74,26,3.9,3.92,24.75
14:28:38,19.36,19,26,4.35,4.41,24.25
14:28:39,18.64,18.38,25.75,4.79,4.86,24.25
14:28:40,20.1,20,25.25,3.01,3.02,24.75
14:28:41,19.37,19.1,25.75,3.01,3.02,24.75
14:28:42,19.37,19.01,26,3.9,3.92,24.75
14:28:43,18.63,18.37,25.75,3.46,3.51,24.25
14:28:44,18.64,18.38,25.75,3.46,3.48,24.75
14:28:45,18.64,18.38,25.75,3.9,3.92,24.75
14:28:46,18.64,18.55,25.25,3.9,3.96,24.25
