Time,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out
14:50:52,1227,1227,25,1364,1357.55,25.25
14:50:53,1227,1232.86,24.75,1363,1363,25
14:50:54,1228,1228,25,1363,1363,25
14:50:55,1228,1228,25,1363,1356.56,25.25
14:50:56,1230,1230,25,1362,1355.56,25.25
14:50:58,1230,1235.87,24.75,1363,1363,25
14:50:58,1231,1231,25,1362,1362,25
14:50:59,1232,1237.88,24.75,1362,1355.56,25.25
16:21:00,1391,1365.06,26,1250,1250,25
16:21:01,1393,1348.17,26.75,1250,1250,25
16:21:02,1396,1369.97,26,1251,1251,25
16:21:03,1396,1363.61,26.25,1253,1253,25
16:21:04,1395,1356.34,26.5,1254,1259.98,24.75
16:21:05,1398,1365.57,26.25,1254,1254,25
16:21:06,1399,1366.54,26.25,1254,1266.03,24.5
16:21:07,1399,1379.34,25.75,1254,1259.98,24.75
16:21:08,1400,1393.38,25.25,1255,1267.04,24.5
16:21:09,1400,1367.52,26.25,1255,1267.04,24.5
16:21:10,1402,1382.3,25.75,1256,1261.99,24.75
16:21:11,1403,1364.12,26.5,1258,1258,25
16:21:12,1402,1375.86,26,1258,1258,25
16:21:12,1402,1369.48,26.25,1259,1265.01,24.75
16:21:13,1406,1379.78,26,1276,1288.24,24.5
16:21:14,1406,1373.38,26.25,1279,1291.27,24.5
16:21:15,1406,1373.38,26.25,1279,1285.1,24.75
16:21:16,1405,1372.41,26.25,1280,1292.28,24.5
16:21:17,1408,1375.34,26.25,1280,1286.11,24.75
16:21:18,1404,1365.09,26.5,1280,1280,25
16:21:19,1408,1388.22,25.75,1281,1293.29,24.5
16:21:20,1407,1374.36,26.25,1280,1273.95,25.25
16:21:21,1407,1374.36,26.25,1280,1280,25
16:21:22,1408,1375.34,26.25,1281,1293.29,24.5
16:21:23,1409,1376.31,26.25,1281,1281,25
16:21:24,1408,1375.34,26.25,1282,1294.3,24.5
16:21:25,1408,1381.75,26,1281,1287.11,24.75
16:21:26,1409,1376.31,26.25,1282,1288.12,24.75
16:21:27,1408,1375.34,26.25,1282,1288.12,24.75
16:21:28,1407,1387.23,25.75,1282,1300.53,24.25
16:21:29,1410,1377.29,26.25,1282,1288.12,24.75
16:21:30,1410,1383.71,26,1282,1288.12,24.75
16:21:31,1408,1375.34,26.25,1282,1282,25
16:21:32,1409,1369.96,26.5,1282,1275.94,25.25
16:21:33,1410,1377.29,26.25,1282,1288.12,24.75
16:21:34,1408,1375.34,26.25,1283,1289.12,24.75
16:21:35,1408,1375.34,26.25,1283,1295.31,24.5
16:21:36,1410,1383.71,26,1282,1288.12,24.75
16:21:37,1408,1375.34,26.25,1283,1283,25
16:21:38,1409,1369.96,26.5,1282,1275.94,25.25
16:21:39,1409,1363.66,26.75,1283,1289.12,24.75
16:21:40,1408,1368.98,26.5,1283,1283,25
16:21:41,1407,1380.77,26,1283,1276.93,25.25
16:21:42,1410,1377.29,26.25,1283,1276.93,25.25
16:21:43,1410,1377.29,26.25,1281,1293.29,24.5
16:21:44,1409,1376.31,26.25,1282,1282,25
16:21:45,1409,1376.31,26.25,1282,1288.12,24.75
16:21:46,1409,1369.96,26.5,1282,1282,25
16:21:47,1406,1373.38,26.25,1282,1294.3,24.5
16:21:48,1408,1375.34,26.25,1282,1275.94,25.25
16:21:49,1411,1378.27,26.25,1283,1276.93,25.25
16:21:50,1406,1373.38,26.25,1283,1301.55,24.25
16:21:51,1409,1382.73,26,1282,1282,25
16:21:52,1407,1368.01,26.5,1283,1295.31,24.5
16:21:53,1406,1373.38,26.25,1283,1276.93,25.25
16:21:54,1408,1362.69,26.75,1281,1287.11,24.75
16:21:55,1407,1380.77,26,1282,1282,25
16:21:56,1407,1380.77,26,1283,1295.31,24.5
16:21:57,1409,1382.73,26,1282,1275.94,25.25
16:21:57,1409,1376.31,26.25,1281,1274.94,25.25
16:21:58,1409,1389.2,25.75,1281,1287.11,24.75
16:21:59,1409,1376.31,26.25,1282,1288.12,24.75
16:22:00,1409,1382.73,26,1282,1275.94,25.25
16:22:01,1411,1384.69,26,1282,1294.3,24.5
16:22:02,1410,1383.71,26,1283,1283,25
16:22:03,1411,1384.69,26,1282,1275.94,25.25
16:22:04,1411,1384.69,26,1283,1276.93,25.25
16:22:05,1411,1384.69,26,1282,1275.94,25.25
16:22:06,1411,1378.27,26.25,1282,1294.3,24.5
16:22:07,1410,1383.71,26,1282,1275.94,25.25
16:22:08,1411,1384.69,26,1282,1275.94,25.25
16:22:09,1412,1398.71,25.5,1282,1282,25
16:22:10,1410,1390.19,25.75,1283,1295.31,24.5
16:22:11,1410,1390.19,25.75,1283,1289.12,24.75
16:22:12,1410,1377.29,26.25,1283,1283,25
16:22:13,1411,1384.69,26,1283,1276.93,25.25
16:22:14,1410,1383.71,26,1284,1284,25
16:22:15,1410,1383.71,26,1284,1290.13,24.75
16:22:16,1411,1391.18,25.75,1284,1277.93,25.25
16:22:17,1410,1383.71,26,1283,1295.31,24.5
16:22:18,1413,1393.15,25.75,1282,1282,25
16:22:19,1411,1371.9,26.5,1284,1284,25
16:22:20,1410,1370.93,26.5,1283,1276.93,25.25
16:22:21,1412,1385.67,26,1282,1269.94,25.5
16:22:22,1412,1379.24,26.25,1282,1288.12,24.75
16:22:23,1413,1380.22,26.25,1283,1289.12,24.75
16:22:24,1413,1386.65,26,1282,1275.94,25.25
16:22:25,1410,1396.73,25.5,1283,1270.93,25.5
16:22:26,1414,1394.13,25.75,1283,1283,25
16:22:27,1412,1385.67,26,1284,1290.13,24.75
16:22:28,1410,1370.93,26.5,1283,1289.12,24.75
16:22:29,1410,1377.29,26.25,1283,1289.12,24.75
16:22:30,1410,1370.93,26.5,1283,1295.31,24.5
16:22:31,1412,1372.87,26.5,1282,1288.12,24.75
16:22:32,1411,1384.69,26,1282,1282,25
16:22:33,1414,1394.13,25.75,1283,1295.31,24.5
16:22:34,1414,1394.13,25.75,1282,1288.12,24.75
16:22:35,1411,1378.27,26.25,1283,1289.12,24.75
16:22:36,1413,1373.85,26.5,1283,1283,25
16:22:37,1410,1390.19,25.75,1283,1283,25
16:22:38,1410,1377.29,26.25,1283,1283,25
16:22:39,1413,1386.65,26,1283,1283,25
16:22:40,1410,1383.71,26,1284,1277.93,25.25
16:22:40,1410,1390.19,25.75,1283,1283,25
16:22:41,1413,1393.15,25.75,1282,1294.3,24.5
16:22:42,1410,1370.93,26.5,1283,1276.93,25.25
16:22:43,1411,1378.27,26.25,1283,1276.93,25.25
16:22:44,1411,1384.69,26,1283,1283,25
16:22:45,1412,1379.24,26.25,1283,1289.12,24.75
16:22:46,1412,1379.24,26.25,1282,1275.94,25.25
16:22:47,1411,1384.69,26,1283,1276.93,25.25
16:22:48,1412,1385.67,26,1282,1282,25
16:22:49,1412,1385.67,26,1282,1282,25
16:22:50,1410,1390.19,25.75,1282,1282,25
16:22:51,1412,1372.87,26.5,1283,1276.93,25.25
16:22:52,1409,1382.73,26,1283,1289.12,24.75
16:22:53,1410,1390.19,25.75,1283,1289.12,24.75
16:22:54,1411,1378.27,26.25,1283,1276.93,25.25
16:22:55,1412,1385.67,26,1282,1282,25
16:22:56,1411,1378.27,26.25,1282,1282,25
16:22:57,1410,1370.93,26.5,1282,1275.94,25.25
16:22:58,1412,1392.16,25.75,1282,1294.3,24.5
16:22:59,1410,1390.19,25.75,1283,1276.93,25.25
16:23:00,1411,1371.9,26.5,1283,1295.31,24.5
16:23:01,1411,1391.18,25.75,1282,1275.94,25.25
16:23:02,1410,1377.29,26.25,1281,1293.29,24.5
16:23:03,1412,1379.24,26.25,1282,1288.12,24.75
16:23:04,1411,1391.18,25.75,1282,1275.94,25.25
16:23:05,1408,1375.34,26.25,1282,1282,25
16:23:06,1411,1397.72,25.5,1281,1281,25
16:23:07,1411,1391.18,25.75,1281,1281,25
16:23:08,1412,1392.16,25.75,1281,1287.11,24.75
16:23:09,1410,1377.29,26.25,1281,1281,25
16:23:10,1410,1383.71,26,1282,1282,25
16:23:11,1409,1389.2,25.75,1281,1281,25
16:23:12,1408,1381.75,26,1281,1281,25
16:23:13,1409,1376.31,26.25,1281,1287.11,24.75
16:23:14,1411,1384.69,26,1280,1280,25
16:23:15,1411,1391.18,25.75,1281,1274.94,25.25
16:23:16,1409,1376.31,26.25,1281,1281,25
16:23:17,1410,1377.29,26.25,1281,1281,25
16:23:18,1410,1390.19,25.75,1281,1281,25
16:23:19,1409,1376.31,26.25,1280,1286.11,24.75
16:23:20,1407,1374.36,26.25,1280,1292.28,24.5
16:23:21,1405,1385.26,25.75,1280,1273.95,25.25
16:23:22,1401,1374.88,26,1279,1279,25
16:23:23,1396,1357.32,26.5,1275,1287.23,24.5
16:23:24,1392,1372.44,25.75,1272,1278.07,24.75
16:23:25,1390,1370.47,25.75,1267,1261.01,25.25
16:23:25,1389,1356.78,26.25,1266,1278.14,24.5
16:23:26,1389,1369.48,25.75,1264,1270.03,24.75
16:23:27,1321,1290.35,26.25,1266,1266,25
16:23:28,1087,1076.77,25.5,1242,1236.13,25.25
16:23:29,980,966.23,25.75,1105,1115.6,24.5
16:23:30,523,513.25,26,986.7,986.7,25
16:23:31,434.5,424.42,26.25,718.8,715.4,25.25
16:23:32,374.2,365.52,26.25,541,538.44,25.25
16:23:33,332.4,324.69,26.25,440.2,442.3,24.75
16:23:34,297.8,290.89,26.25,375.7,377.49,24.75
16:23:35,269.3,263.05,26.25,329.1,333.86,24.25
16:23:36,243.6,240.18,25.75,292.6,292.6,25
16:23:37,221,215.87,26.25,263.3,262.06,25.25
16:23:38,198.4,193.8,26.25,236,236,25
16:23:39,177.9,176.23,25.5,213.4,213.4,25
16:23:40,160.5,158.25,25.75,192.2,192.2,25
16:23:41,144.5,141.81,26,172.9,173.73,24.75
16:23:42,132.1,129.04,26.25,157.2,157.2,25
16:23:43,119,116.78,26,143.8,144.49,24.75
16:23:44,108.1,106.58,25.75,130.4,131.02,24.75
16:23:45,97.18,94.49,26.5,118.9,118.34,25.25
16:23:46,87.69,86.05,26,109.6,108.57,25.5
16:23:47,77.58,75.43,26.5,99.85,100.33,24.75
16:23:48,71.81,70.8,25.75,91.04,90.61,25.25
16:23:49,64.47,63.56,25.75,83.96,83.96,25
16:23:50,56.49,54.92,26.5,77.34,77.34,25
16:23:51,51.47,50.28,26.25,71.15,71.15,25
16:23:52,47.84,46.73,26.25,62.87,63.17,24.75
16:23:53,42.01,41.04,26.25,58.02,58.02,25
16:23:54,37.64,36.6,26.5,54.09,54.35,24.75
16:23:55,34.02,33.54,25.75,49.29,49.29,25
16:23:56,31.89,31.15,26.25,46.2,46.2,25
16:23:57,29.67,28.85,26.5,44.45,44.24,25.25
16:23:58,38.38,37.49,26.25,43.11,43.32,24.75
16:23:59,49.23,48.09,26.25,46.22,46,25.25
16:24:00,50.73,49.32,26.5,54.5,54.5,25
16:24:01,55.84,54.29,26.5,71.15,70.81,25.25
16:24:02,148.8,146.71,25.75,86.96,86.96,25
16:24:03,578.2,575.47,25.25,135.3,134.66,25.25
16:24:04,891.9,871.21,26.25,305.6,304.16,25.25
16:24:05,1043,1014.1,26.5,516.7,516.7,25
16:24:06,1118,1102.29,25.75,695.3,692.01,25.25
16:24:07,1160,1143.7,25.75,833.7,837.68,24.75
16:24:08,1187,1187,25,927.1,922.72,25.25
16:24:09,1513,1477.9,26.25,985.7,995.15,24.5
16:24:09,1233,1210.01,26,1028,1023.14,25.25
16:24:10,1244,1215.14,26.25,1056,1061.04,24.75
16:24:11,2181,,26,1073,1073,25
16:24:12,1233,1198.83,26.5,1056,1051.01,25.25
16:24:13,1227,1209.76,25.75,983,987.69,24.75
16:24:14,1128,1101.83,26.25,882.1,877.93,25.25
16:24:15,1054,1044.08,25.5,746.9,757.7,24.25
16:24:16,1438,1404.64,26.25,662.2,662.2,25
16:24:17,967.9,949.85,26,564.8,564.8,25
16:24:18,923.7,910.72,25.75,520.6,520.6,25
16:24:19,3420,,25.75,478.5,478.5,25
16:24:20,3044,,26.25,441,441,25
16:24:21,2641,,26.25,418.9,418.9,25
16:24:22,780.4,762.3,26.25,417,417,25
16:24:23,781.8,767.22,26,419.8,417.82,25.25
16:24:24,778.4,767.46,25.75,421.8,423.81,24.75
16:24:25,768.3,753.97,26,424.2,426.22,24.75
16:24:26,768.9,758.1,25.75,426.6,426.6,25
16:24:27,769.6,762.36,25.5,429,435.2,24.25
16:24:28,768.9,754.56,26,431.4,433.46,24.75
16:24:29,779.3,764.77,26,431.3,429.26,25.25
16:24:30,786.2,771.54,26,435.4,437.48,24.75
16:54:30,3262,,23.5,1395,1388.41,25.25
16:54:32,3254,,24,1397,1377.37,25.75
16:54:32,3262,,24.25,1398,1384.84,25.5
16:54:33,3263,,24,1398,1384.84,25.5
16:54:34,3262,,24,1400,1380.33,25.75
16:54:35,3260,,24.25,1400,1386.83,25.5
16:54:36,3259,,24.25,1400,1393.38,25.25
16:54:37,3262,,23.25,1403,1389.8,25.5
16:54:38,3260,,24.25,1404,1397.36,25.25
16:54:39,3256,,23.75,1404,1397.36,25.25
16:54:40,3264,,24,1405,1391.78,25.5
16:54:41,3255,,24.25,1404,1390.79,25.5
16:54:42,3262,,24.25,1406,1386.25,25.75
16:54:43,3262,,24.25,1406,1392.77,25.5
16:54:44,3260,,23.75,1405,1391.78,25.5
16:54:45,3260,,23.5,1407,1400.35,25.25
16:54:46,3255,,23.75,1408,1401.34,25.25
16:54:47,3257,,23.75,1407,1407,25
16:54:48,3254,,24.25,1408,1408,25
16:54:49,3269,,23.25,1408,1401.34,25.25
16:54:50,3262,,23.75,1408,1394.75,25.5
16:54:51,3260,,24.25,1409,1395.74,25.5
16:54:52,3257,,23.75,1409,1402.34,25.25
16:54:53,3256,,23.75,1409,1395.74,25.5
16:54:54,3258,,24,1411,1404.33,25.25
16:54:55,3260,,23.75,1410,1403.33,25.25
16:54:56,3263,,24.25,1409,1415.72,24.75
16:54:57,3258,,23.75,1409,1409,25
16:54:58,3267,,23.75,1409,1402.34,25.25
16:54:59,3259,,24,1410,1390.19,25.75
16:55:00,3258,,24,1410,1410,25
16:55:01,3256,,24.25,1410,1410,25
16:55:02,3261,,24.25,1411,1397.72,25.5
16:55:03,3257,,24,1411,1411,25
16:55:04,3257,,24,1410,1410,25
16:55:05,3268,,23,1412,1405.32,25.25
16:55:05,3261,,24,1412,1398.71,25.5
16:55:06,3262,,23,1412,1398.71,25.5
16:55:07,3263,,24,1411,1397.72,25.5
16:55:08,3259,,23.75,1413,1393.15,25.75
16:55:09,3261,,24.5,1412,1392.16,25.75
16:55:10,3258,,23.75,1413,1399.7,25.5
16:55:11,3255,,23.75,1413,1399.7,25.5
16:55:12,3265,,23.75,1413,1406.32,25.25
16:55:13,3262,,24.25,1412,1405.32,25.25
16:55:14,3256,,24.25,1414,1407.32,25.25
16:55:15,3263,,24,1413,1399.7,25.5
16:55:16,3261,,24,1415,1408.31,25.25
16:55:17,3260,,24,1413,1413,25
16:55:18,3255,,24,1414,1400.69,25.5
16:55:19,3265,,24,1415,1408.31,25.25
16:55:20,3267,,24,1416,1396.11,25.75
16:55:21,3263,,24,1415,1395.12,25.75
16:55:22,3260,,24,1416,1409.31,25.25
16:55:23,3253,,24,1415,1408.31,25.25
16:55:24,3257,,24.25,1417,1397.09,25.75
16:55:25,3261,,23.75,1416,1402.67,25.5
16:55:26,3257,,23.75,1417,1410.3,25.25
16:55:27,3260,,23.5,1417,1397.09,25.75
16:55:28,3262,,23.5,1418,1418,25
16:55:29,3255,,24,1418,1411.3,25.25
16:55:30,3264,,24,1417,1397.09,25.75
16:55:31,3259,,24.25,1418,1411.3,25.25
16:55:32,3263,,24.25,1418,1411.3,25.25
16:55:33,3258,,24.25,1418,1411.3,25.25
16:55:34,3261,,24.25,1419,1399.06,25.75
16:55:35,3261,,24.25,1419,1405.65,25.5
16:55:36,3265,,23.75,1419,1399.06,25.75
16:55:37,3266,,23.75,1420,1420,25
16:55:38,3260,,24.25,1419,1399.06,25.75
16:55:39,3261,,24.25,1419,1412.29,25.25
16:55:40,3256,,24,1420,1406.64,25.5
16:55:41,3269,,24,1421,1414.28,25.25
16:55:42,3264,,24,1421,1427.78,24.75
16:55:43,3261,,23.75,1422,1408.62,25.5
16:55:44,3264,,23.75,1420,1426.78,24.75
16:55:45,3260,,24,1421,1414.28,25.25
16:55:46,3261,,23.75,1421,1401.04,25.75
16:55:47,3258,,23.5,1421,1407.63,25.5
16:55:48,3264,,24,1422,1408.62,25.5
16:55:49,3258,,24,1422,1422,25
16:55:49,3266,,23.75,1424,1403.99,25.75
16:55:50,3265,,24,1424,1410.6,25.5
16:55:51,3266,,24,1424,1417.27,25.25
16:55:52,3266,,23.75,1425,1425,25
16:55:53,3259,,23.75,1426,1412.58,25.5
16:55:54,3262,,24,1426,1426,25
16:55:55,3267,,24,1426,1426,25
16:55:56,3262,,24,1425,1404.98,25.75
16:55:57,3262,,24,1426,1419.26,25.25
16:55:58,3269,,23.75,1426,1412.58,25.5
16:55:59,3266,,24.25,1427,1406.95,25.75
16:56:00,3257,,24,1426,1412.58,25.5
16:56:01,3273,,24,1424,1417.27,25.25
16:56:02,3264,,23.5,1409,1402.34,25.25
16:56:03,3266,,24.25,1382,,25.5
16:56:04,3262,,24,1348,,25.5
16:56:05,3253,,23.75,1319,,25.5
16:56:06,3262,,23.5,1293,,25.5
16:56:07,3264,,24.25,1273,,25.75
16:56:08,3262,,24,1261,,25.75
16:56:09,3262,,24.25,1251,,25.75
16:56:10,3264,,24,1246,,25.25
16:56:11,3263,,24.25,1245,,25.75
16:56:12,3268,,24.25,1244,,25.75
16:56:13,3266,,24,1246,,25.5
16:56:14,3267,,24,1249,,25.5
16:56:15,3262,,24,1252,,25.5
16:56:16,3261,,24.25,1257,,25.5
16:56:17,3262,,24,1260,,25.75
16:56:18,3264,,23.75,1265,,25
16:56:19,3262,,24,1271,,25.25
16:56:20,3259,,24.25,1277,,24.75
16:56:21,3262,,24.25,1281,,25.5
16:56:22,3260,,24,1286,,25.5
16:56:23,3258,,24,1292,,25
16:56:24,3260,,24.25,1297,,25.25
16:56:25,3263,,23.75,1303,,25.5
16:56:26,3260,,24,1308,,25.25
16:56:27,3261,,24,1315,,25.25
16:56:28,3259,,24.25,1318,,25.5
16:56:29,3263,,24.25,1323,,25.25
16:56:30,3260,,24.25,1330,,25
16:56:31,3264,,23.75,1334,,25
16:56:32,3260,,23.75,1338,,25.25
16:56:33,3256,,24,1342,,25
16:56:33,3267,,24,1347,,25.25
16:56:34,3263,,24.25,1356,,25.75
16:56:35,3204,,24.25,1355,,25.75
16:56:36,3189,,23.75,1361,,25.5
16:56:37,3194,,24.25,1364,,25.75
16:56:38,3199,,24.25,1370,,25.25
16:56:39,3192,,23.75,1373,,25.5
16:56:40,3191,,23.75,1379,,25.5
16:56:41,3187,,24.25,1382,,25.25
16:56:42,3194,,24.25,1384,,25
16:56:43,3193,,24.25,1388,,25
16:56:44,3193,,24.5,1389,,25.5
16:56:45,3192,,24.5,1391,,25.25
16:56:46,3191,,24,1393,,25.75
16:56:47,3196,,24.5,1395,,24.75
16:56:48,3192,,24.25,1397,,25.25
16:56:49,3197,,24.25,1398,,25.25
16:56:50,3196,,24.5,1399,,25
16:56:51,3193,,24.5,1400,,25.25
16:56:52,3199,,24.5,1401,,25.5
16:56:53,3195,,24.5,1403,1403,25
16:56:54,3196,,24.5,1403,1403,25
16:56:55,3196,,24.5,1405,1398.36,25.25
16:56:56,3187,,24.5,1404,1397.36,25.25
16:56:57,3190,,24.5,1406,1406,25
16:56:58,3195,,24.5,1407,1407,25
16:56:59,3196,,24.75,1409,1415.72,24.75
16:57:00,3195,,24.25,1408,1401.34,25.25
16:57:01,3198,,24.75,1409,1409,25
16:57:02,3192,,24.75,1409,1389.2,25.75
16:57:03,3199,,25.25,1410,1396.73,25.5
16:57:04,3189,,24.75,1411,1404.33,25.25
16:57:05,3204,,24.75,1412,1398.71,25.5
16:57:06,3196,,24.75,1411,1404.33,25.25
16:57:07,3201,,24.75,1413,1399.7,25.5
16:57:08,3201,,24.5,1414,1400.69,25.5
16:57:09,3202,,24.75,1413,1413,25
16:57:10,3203,,25,1413,1399.7,25.5
16:57:11,3197,,25,1415,1408.31,25.25
16:57:12,3205,,24.75,1417,1410.3,25.25
16:57:13,3201,,24.5,1415,1415,25
16:57:14,3192,,24.25,1417,1403.67,25.5
16:57:15,3181,,25,1417,1410.3,25.25
16:57:16,3177,,24.5,1418,1404.66,25.5
16:57:17,3177,,25,1419,1412.29,25.25
16:57:17,3177,,24.5,1418,1411.3,25.25
16:57:18,3181,,25,1419,1412.29,25.25
16:57:19,3179,,25,1420,1413.29,25.25
16:57:20,3185,,25,1419,1412.29,25.25
16:57:21,3180,,25.25,1419,1405.65,25.5
16:57:22,3153,,24.75,1419,1405.65,25.5
16:57:23,3167,,25.25,1419,1412.29,25.25
16:57:24,3153,,25,1420,1406.64,25.5
16:57:25,3151,,24.75,1421,1427.78,24.75
16:57:26,3169,,25.25,1422,1422,25
16:57:27,3154,,25.25,1421,1421,25
16:57:28,3159,,25.25,1422,1402.02,25.75
16:57:29,3156,,25,1420,1420,25
16:57:30,3167,,25.25,1421,1421,25
16:57:31,3165,,25.5,1422,1415.28,25.25
16:57:32,3170,,24.5,1422,1415.28,25.25
16:57:33,3159,,25.25,1422,1428.79,24.75
16:57:34,3152,,25,1423,1423,25
16:57:35,3177,,25.5,1423,1423,25
16:57:36,3181,,25.5,1424,1417.27,25.25
16:57:37,3176,,25,1423,1429.79,24.75
16:57:38,3148,,25.25,1424,1410.6,25.5
16:57:39,3178,,25.25,1423,1409.61,25.5
16:57:40,3182,,25.5,1425,1418.26,25.25
16:57:41,3189,,25.5,1423,1416.27,25.25
16:57:42,3189,,25.5,1424,1417.27,25.25
16:57:43,3189,,25,1424,1410.6,25.5
16:57:44,3182,,25.25,1424,1424,25
16:57:45,3175,,25.5,1426,1426,25
16:57:46,3177,,25,1424,1410.6,25.5
16:57:47,3184,,25.5,1426,1426,25
16:57:48,3182,,25.75,1426,1432.81,24.75
16:57:49,3164,,25.5,1426,1426,25
16:57:50,3164,,25.25,1427,1420.25,25.25
16:57:51,3174,,25.25,1426,1432.81,24.75
16:57:52,3181,,25,1427,1420.25,25.25
16:57:53,3181,,25.5,1426,1412.58,25.5
16:57:54,3181,,25,1427,1427,25
16:57:55,3192,,25.25,1427,1413.57,25.5
16:57:56,3187,,25.25,1427,1433.81,24.75
16:57:57,3181,,25.25,1427,1420.25,25.25
16:57:58,3173,,25.5,1427,1420.25,25.25
16:57:59,3170,,25.25,1428,1428,25
16:58:00,3166,,25.25,1427,1433.81,24.75
16:58:01,3167,,25.5,1427,1427,25
16:58:01,3179,,24.75,1430,1430,25
16:58:02,3170,,25,1428,1434.82,24.75
16:58:03,3172,,25.5,1428,1421.25,25.25
16:58:04,3167,,25.25,1429,1415.55,25.5
16:58:05,3165,,25.5,1428,1441.7,24.5
16:58:06,3169,,25.25,1429,1422.24,25.25
16:58:07,3163,,25.25,1429,1422.24,25.25
16:58:08,3165,,25,1430,1430,25
16:58:09,3162,,25.25,1428,1434.82,24.75
16:58:10,3161,,25,1428,1414.56,25.5
16:58:11,3172,,25.5,1428,1421.25,25.25
16:58:12,3164,,25.75,1429,1422.24,25.25
16:58:13,3163,,25,1429,1429,25
16:58:14,3163,,25.5,1430,1436.82,24.75
16:58:15,3166,,25,1429,1415.55,25.5
16:58:16,3177,,25.5,1429,1429,25
16:58:17,3177,,25.25,1429,1422.24,25.25
16:58:18,3171,,25.25,1430,1423.24,25.25
16:58:19,3179,,24.75,1430,1423.24,25.25
16:58:20,3175,,24.75,1429,1429,25
16:58:21,3176,,25,1428,1414.56,25.5
16:58:22,3173,,25,1430,1436.82,24.75
16:58:23,3174,,25.25,1430,1436.82,24.75
16:58:24,3173,,25.5,1432,1432,25
16:58:25,3168,,25.5,1432,1438.83,24.75
16:58:26,3169,,25.5,1433,1426.23,25.25
16:58:27,3183,,25.5,1431,1417.53,25.5
16:58:28,3178,,25.5,1433,1426.23,25.25
16:58:29,3177,,25.5,1433,1426.23,25.25
16:58:30,3175,,25.25,1433,1426.23,25.25
