Time,Conductivity,Temperature
0,0,0
0,0,0
122641,1.437,34.1
0,0,0
0,0,0
122643,1.438,34.1
0,0,0
0,0,0
122645,1.438,34.1
0,0,0
0,0,0
122647,1.438,34.1
0,0,0
0,0,0
122649,1.437,34.1
0,0,0
0,0,0
122651,1.436,34.1
0,0,0
0,0,0
122653,1.436,34.1
0,0,0
0,0,0
122655,1.436,34
0,0,0
0,0,0
122657,1.436,34
0,0,0
0,0,0
122659,1.437,34
0,0,0
0,0,0
122701,1.438,34
0,0,0
0,0,0
122703,1.439,34
0,0,0
0,0,0
122705,1.44,34
0,0,0
0,0,0
122707,1.44,34
0,0,0
0,0,0
122709,1.44,33.9
0,0,0
0,0,0
122711,1.44,33.9
0,0,0
0,0,0
122713,1.441,33.9
0,0,0
0,0,0
122715,1.441,33.9
0,0,0
0,0,0
122717,1.441,33.9
0,0,0
0,0,0
122719,1.441,33.9
0,0,0
0,0,0
122721,1.441,33.9
0,0,0
0,0,0
122723,1.441,33.9
0,0,0
0,0,0
122725,1.441,33.9
0,0,0
0,0,0
122727,1.442,33.8
0,0,0
0,0,0
122729,1.443,33.8
0,0,0
0,0,0
122731,1.444,33.8
0,0,0
0,0,0
122733,1.444,33.8
0,0,0
0,0,0
122735,1.444,33.8
0,0,0
0,0,0
122737,1.443,33.8
0,0,0
0,0,0
122739,1.443,33.8
0,0,0
0,0,0
122741,1.443,33.8
0,0,0
0,0,0
122743,1.442,33.8
0,0,0
0,0,0
122745,1.442,33.7
0,0,0
0,0,0
122747,1.442,33.7
0,0,0
0,0,0
122749,1.443,33.7
0,0,0
0,0,0
122751,1.443,33.7
0,0,0
0,0,0
122753,1.444,33.7
0,0,0
0,0,0
122755,1.445,33.7
0,0,0
0,0,0
122757,1.446,33.7
0,0,0
0,0,0
122759,1.446,33.7
0,0,0
0,0,0
122801,1.446,33.7
0,0,0
0,0,0
122803,1.446,33.6
0,0,0
0,0,0
122805,1.447,33.6
0,0,0
0,0,0
122807,1.446,33.6
0,0,0
0,0,0
122809,1.447,33.6
0,0,0
0,0,0
122811,1.448,33.6
0,0,0
0,0,0
122813,1.447,33.6
0,0,0
0,0,0
122815,1.447,33.6
0,0,0
0,0,0
122817,1.447,33.6
0,0,0
0,0,0
122819,1.447,33.5
0,0,0
0,0,0
122821,1.448,33.5
0,0,0
0,0,0
122823,1.448,33.5
0,0,0
0,0,0
122825,1.449,33.5
0,0,0
0,0,0
122827,1.45,33.5
0,0,0
0,0,0
122829,1.45,33.5
0,0,0
0,0,0
122831,1.45,33.5
0,0,0
0,0,0
122833,1.45,33.5
0,0,0
0,0,0
122835,1.45,33.5
0,0,0
0,0,0
122837,1.449,33.5
0,0,0
0,0,0
122839,1.449,33.4
0,0,0
0,0,0
122841,1.449,33.4
0,0,0
0,0,0
122843,1.45,33.4
0,0,0
0,0,0
122845,1.451,33.4
0,0,0
0,0,0
122847,1.451,33.4
0,0,0
0,0,0
122849,1.451,33.4
0,0,0
0,0,0
122851,1.451,33.4
0,0,0
0,0,0
122853,1.451,33.4
0,0,0
0,0,0
122855,1.451,33.4
0,0,0
0,0,0
122857,1.45,33.3
0,0,0
0,0,0
122859,1.452,33.3
0,0,0
0,0,0
122901,1.452,33.3
0,0,0
0,0,0
122903,1.453,33.3
0,0,0
0,0,0
122905,1.454,33.3
0,0,0
0,0,0
122907,1.454,33.3
0,0,0
0,0,0
122909,1.454,33.3
0,0,0
0,0,0
122911,1.453,33.3
0,0,0
0,0,0
122913,1.453,33.3
0,0,0
0,0,0
122915,1.452,33.3
0,0,0
0,0,0
122917,1.451,33.2
0,0,0
0,0,0
122919,1.453,33.2
0,0,0
0,0,0
122921,1.454,33.2
0,0,0
0,0,0
122923,1.456,33.2
0,0,0
0,0,0
122925,1.457,33.2
0,0,0
0,0,0
122927,1.455,33.2
0,0,0
0,0,0
122929,1.455,33.2
0,0,0
0,0,0
122931,1.455,33.2
0,0,0
0,0,0
122933,1.455,33.2
0,0,0
0,0,0
122935,1.455,33.2
0,0,0
0,0,0
122937,1.455,33.1
0,0,0
0,0,0
122939,1.454,33.1
0,0,0
0,0,0
122941,1.455,33.1
0,0,0
0,0,0
122943,1.454,33.1
0,0,0
0,0,0
122945,1.456,33.1
0,0,0
0,0,0
122947,1.457,33.1
0,0,0
0,0,0
122949,1.456,33.1
0,0,0
0,0,0
122951,1.457,33.1
0,0,0
0,0,0
122953,1.457,33.1
0,0,0
0,0,0
122955,1.457,33.1
0,0,0
0,0,0
122957,1.456,33
0,0,0
0,0,0
122959,1.457,33
0,0,0
0,0,0
123001,1.457,33
0,0,0
0,0,0
123003,1.458,33
0,0,0
0,0,0
123005,1.459,33
0,0,0
0,0,0
123007,1.459,33
0,0,0
0,0,0
123009,1.459,33
0,0,0
0,0,0
123011,1.459,33
0,0,0
0,0,0
123013,1.459,33
0,0,0
0,0,0
123015,1.459,32.9
0,0,0
0,0,0
123017,1.46,32.9
0,0,0
0,0,0
123019,1.459,32.9
0,0,0
0,0,0
123021,1.46,32.9
0,0,0
0,0,0
123023,1.461,32.9
0,0,0
0,0,0
123025,1.46,32.9
0,0,0
0,0,0
123027,1.461,32.9
0,0,0
0,0,0
123029,1.46,32.9
0,0,0
0,0,0
123031,1.46,32.9
0,0,0
0,0,0
123033,1.46,32.9
0,0,0
0,0,0
123035,1.461,32.8
0,0,0
0,0,0
123037,1.461,32.8
0,0,0
0,0,0
123039,1.463,32.8
0,0,0
0,0,0
123041,1.462,32.8
0,0,0
0,0,0
123043,1.463,32.8
0,0,0
0,0,0
123045,1.463,32.8
0,0,0
0,0,0
123047,1.462,32.8
0,0,0
0,0,0
123049,1.462,32.8
0,0,0
0,0,0
123051,1.462,32.8
0,0,0
0,0,0
123053,1.462,32.8
0,0,0
0,0,0
123055,1.463,32.7
0,0,0
0,0,0
123057,1.464,32.7
0,0,0
0,0,0
123059,1.464,32.7
0,0,0
0,0,0
123101,1.463,32.7
0,0,0
0,0,0
123103,1.463,32.7
0,0,0
0,0,0
123105,1.463,32.7
0,0,0
0,0,0
123107,1.462,32.7
0,0,0
0,0,0
123109,1.462,32.7
0,0,0
0,0,0
123111,1.464,32.7
0,0,0
0,0,0
123113,1.464,32.7
0,0,0
0,0,0
123115,1.464,32.6
0,0,0
0,0,0
123117,1.466,32.6
0,0,0
0,0,0
123119,1.466,32.6
0,0,0
0,0,0
123121,1.467,32.6
0,0,0
0,0,0
123123,1.467,32.6
0,0,0
0,0,0
123125,1.466,32.6
0,0,0
0,0,0
123127,1.466,32.6
0,0,0
0,0,0
123129,1.465,32.6
0,0,0
0,0,0
123131,1.465,32.6
0,0,0
0,0,0
123133,1.465,32.5
0,0,0
0,0,0
123135,1.465,32.5
0,0,0
0,0,0
123137,1.466,32.5
0,0,0
0,0,0
123139,1.466,32.5
0,0,0
0,0,0
123141,1.467,32.5
0,0,0
0,0,0
123143,1.468,32.5
0,0,0
0,0,0
123145,1.468,32.5
0,0,0
0,0,0
123147,1.468,32.5
0,0,0
0,0,0
123149,1.468,32.5
0,0,0
0,0,0
123151,1.467,32.5
0,0,0
0,0,0
123153,1.467,32.4
0,0,0
0,0,0
123155,1.468,32.4
0,0,0
0,0,0
123157,1.468,32.4
0,0,0
0,0,0
123159,1.471,32.4
0,0,0
0,0,0
123201,1.471,32.4
0,0,0
0,0,0
123203,1.47,32.4
0,0,0
0,0,0
123205,1.47,32.4
0,0,0
0,0,0
123207,1.47,32.4
0,0,0
0,0,0
123209,1.469,32.4
0,0,0
0,0,0
123211,1.469,32.4
0,0,0
0,0,0
123213,1.468,32.4
0,0,0
0,0,0
123215,1.468,32.3
0,0,0
0,0,0
123217,1.469,32.3
0,0,0
0,0,0
123219,1.47,32.3
0,0,0
0,0,0
123221,1.471,32.3
0,0,0
0,0,0
123223,1.472,32.3
0,0,0
0,0,0
123225,1.472,32.3
0,0,0
0,0,0
123227,1.471,32.3
0,0,0
0,0,0
123229,1.471,32.3
0,0,0
0,0,0
123231,1.471,32.3
0,0,0
0,0,0
123233,1.47,32.3
0,0,0
0,0,0
123235,1.469,32.2
0,0,0
0,0,0
123237,1.471,32.2
0,0,0
0,0,0
123239,1.472,32.2
0,0,0
0,0,0
123241,1.473,32.2
0,0,0
0,0,0
123243,1.474,32.2
0,0,0
0,0,0
123245,1.473,32.2
0,0,0
0,0,0
123247,1.473,32.2
0,0,0
0,0,0
123249,1.473,32.2
0,0,0
0,0,0
123251,1.474,32.2
0,0,0
0,0,0
123253,1.474,32.2
0,0,0
0,0,0
123255,1.474,32.1
0,0,0
0,0,0
123257,1.473,32.1
0,0,0
0,0,0
123259,1.474,32.1
0,0,0
0,0,0
123301,1.475,32.1
0,0,0
0,0,0
123303,1.475,32.1
0,0,0
0,0,0
123305,1.475,32.1
0,0,0
0,0,0
123307,1.475,32.1
0,0,0
0,0,0
123309,1.474,32.1
0,0,0
0,0,0
123311,1.474,32.1
0,0,0
0,0,0
123313,1.475,32.1
0,0,0
0,0,0
123315,1.475,32.1
0,0,0
0,0,0
123317,1.475,32
0,0,0
0,0,0
123319,1.476,32
0,0,0
0,0,0
123321,1.476,32
0,0,0
0,0,0
123323,1.476,32
0,0,0
0,0,0
123325,1.476,32
0,0,0
0,0,0
123327,1.476,32
0,0,0
0,0,0
123329,1.476,32
0,0,0
0,0,0
123331,1.476,32
0,0,0
0,0,0
123333,1.477,32
0,0,0
0,0,0
123335,1.477,32
0,0,0
0,0,0
123337,1.476,32
0,0,0
0,0,0
123339,1.476,31.9
0,0,0
0,0,0
123341,1.476,31.9
0,0,0
0,0,0
123343,1.477,31.9
0,0,0
0,0,0
123345,1.478,31.9
0,0,0
0,0,0
123347,1.479,31.9
0,0,0
0,0,0
123349,1.479,31.9
0,0,0
0,0,0
123351,1.478,31.9
0,0,0
0,0,0
123353,1.478,31.9
0,0,0
0,0,0
123355,1.479,31.9
0,0,0
0,0,0
123357,1.478,31.8
0,0,0
0,0,0
123359,1.478,31.8
0,0,0
0,0,0
123401,1.48,31.8
0,0,0
0,0,0
123403,1.48,31.8
0,0,0
0,0,0
123405,1.48,31.8
0,0,0
0,0,0
123407,1.48,31.8
0,0,0
0,0,0
123409,1.48,31.8
0,0,0
0,0,0
123411,1.479,31.8
0,0,0
0,0,0
123413,1.479,31.8
0,0,0
0,0,0
123415,1.479,31.8
0,0,0
0,0,0
123417,1.48,31.8
0,0,0
0,0,0
123419,1.48,31.8
0,0,0
0,0,0
123421,1.48,31.8
0,0,0
0,0,0
123423,1.481,31.8
0,0,0
0,0,0
123425,1.481,31.7
0,0,0
0,0,0
123427,1.481,31.7
0,0,0
0,0,0
123429,1.482,31.7
0,0,0
0,0,0
123431,1.483,31.7
0,0,0
0,0,0
123433,1.483,31.7
0,0,0
0,0,0
123435,1.483,31.7
0,0,0
0,0,0
123437,1.483,31.7
0,0,0
0,0,0
123439,1.483,31.7
0,0,0
0,0,0
123441,1.483,31.7
0,0,0
0,0,0
123443,1.482,31.6
0,0,0
0,0,0
123445,1.483,31.6
0,0,0
0,0,0
123447,1.484,31.6
0,0,0
0,0,0
123449,1.484,31.6
0,0,0
0,0,0
123451,1.485,31.6
0,0,0
0,0,0
123453,1.486,31.6
0,0,0
0,0,0
123455,1.486,31.6
0,0,0
0,0,0
123457,1.485,31.6
0,0,0
0,0,0
123459,1.485,31.6
0,0,0
0,0,0
123501,1.485,31.6
0,0,0
0,0,0
123503,1.486,31.6
0,0,0
0,0,0
123505,1.485,31.6
0,0,0
0,0,0
123507,1.485,31.5
0,0,0
0,0,0
123509,1.485,31.5
0,0,0
0,0,0
123511,1.486,31.5
0,0,0
0,0,0
123513,1.486,31.5
0,0,0
0,0,0
123515,1.487,31.5
0,0,0
0,0,0
123517,1.487,31.5
0,0,0
0,0,0
123519,1.486,31.5
0,0,0
0,0,0
123521,1.486,31.5
0,0,0
0,0,0
123523,1.486,31.5
0,0,0
0,0,0
123525,1.486,31.5
0,0,0
0,0,0
123527,1.486,31.5
0,0,0
0,0,0
123529,1.487,31.5
0,0,0
0,0,0
123531,1.487,31.4
0,0,0
0,0,0
123533,1.486,31.4
0,0,0
0,0,0
123535,1.487,31.4
0,0,0
0,0,0
123537,1.488,31.4
0,0,0
0,0,0
123539,1.488,31.4
0,0,0
0,0,0
123541,1.489,31.4
0,0,0
0,0,0
123543,1.487,31.4
0,0,0
0,0,0
123545,1.487,31.4
0,0,0
0,0,0
123547,1.487,31.4
0,0,0
0,0,0
123549,1.488,31.4
0,0,0
0,0,0
123551,1.487,31.4
0,0,0
0,0,0
123553,1.489,31.3
0,0,0
0,0,0
123555,1.489,31.3
0,0,0
0,0,0
123557,1.489,31.3
0,0,0
0,0,0
123559,1.49,31.3
0,0,0
0,0,0
123601,1.49,31.3
0,0,0
0,0,0
123603,1.49,31.3
0,0,0
0,0,0
123605,1.49,31.3
0,0,0
0,0,0
123607,1.489,31.3
0,0,0
0,0,0
123609,1.489,31.3
0,0,0
0,0,0
123611,1.488,31.3
0,0,0
0,0,0
123613,1.489,31.3
0,0,0
0,0,0
123615,1.489,31.3
0,0,0
0,0,0
123617,1.489,31.3
0,0,0
0,0,0
123619,1.49,31.2
0,0,0
0,0,0
123621,1.491,31.2
0,0,0
0,0,0
123623,1.491,31.2
0,0,0
0,0,0
123625,1.491,31.2
0,0,0
0,0,0
123627,1.493,31.2
0,0,0
0,0,0
123629,1.494,31.2
0,0,0
0,0,0
123631,1.492,31.2
0,0,0
0,0,0
123633,1.492,31.2
0,0,0
0,0,0
123635,1.491,31.2
0,0,0
0,0,0
123637,1.49,31.2
0,0,0
0,0,0
123639,1.49,31.2
0,0,0
0,0,0
123641,1.49,31.1
0,0,0
0,0,0
123643,1.491,31.1
0,0,0
0,0,0
123645,1.491,31.1
0,0,0
0,0,0
123647,1.491,31.1
0,0,0
0,0,0
123649,1.492,31.1
0,0,0
0,0,0
123651,1.493,31.1
0,0,0
0,0,0
123653,1.494,31.1
0,0,0
0,0,0
123655,1.495,31.1
0,0,0
0,0,0
123657,1.495,31.1
0,0,0
0,0,0
123659,1.494,31.1
0,0,0
0,0,0
123701,1.492,31.1
0,0,0
0,0,0
123703,1.492,31.1
0,0,0
0,0,0
123705,1.491,31.1
0,0,0
0,0,0
123707,1.492,31
0,0,0
0,0,0
123709,1.493,31
0,0,0
0,0,0
123711,1.494,31
0,0,0
0,0,0
123713,1.495,31
0,0,0
0,0,0
123715,1.494,31
0,0,0
0,0,0
123717,1.494,31
0,0,0
0,0,0
123719,1.494,31
0,0,0
0,0,0
123721,1.494,31
0,0,0
0,0,0
123723,1.494,31
0,0,0
0,0,0
123725,1.495,31
0,0,0
0,0,0
123727,1.495,31
0,0,0
0,0,0
123729,1.496,31
0,0,0
0,0,0
123731,1.496,31
0,0,0
0,0,0
123733,1.495,30.9
0,0,0
0,0,0
123735,1.495,30.9
0,0,0
0,0,0
123737,1.495,30.9
0,0,0
0,0,0
123739,1.496,30.9
0,0,0
0,0,0
123741,1.497,30.9
0,0,0
0,0,0
123743,1.497,30.9
0,0,0
0,0,0
123745,1.497,30.9
0,0,0
0,0,0
123747,1.496,30.9
0,0,0
0,0,0
123749,1.496,30.9
0,0,0
0,0,0
123751,1.496,30.9
0,0,0
0,0,0
123753,1.496,30.9
0,0,0
0,0,0
123755,1.496,30.9
0,0,0
0,0,0
123757,1.496,30.8
0,0,0
0,0,0
123759,1.496,30.8
0,0,0
0,0,0
123801,1.496,30.8
0,0,0
0,0,0
123803,1.497,30.8
0,0,0
0,0,0
123805,1.499,30.8
0,0,0
0,0,0
123807,1.499,30.8
0,0,0
0,0,0
123809,1.5,30.8
0,0,0
0,0,0
123811,1.5,30.8
0,0,0
0,0,0
123813,1.499,30.8
0,0,0
0,0,0
123815,1.498,30.8
0,0,0
0,0,0
123817,1.498,30.8
0,0,0
0,0,0
123819,1.499,30.8
0,0,0
0,0,0
123821,1.499,30.8
0,0,0
0,0,0
123823,1.498,30.8
0,0,0
0,0,0
123825,1.498,30.7
0,0,0
0,0,0
123827,1.498,30.7
0,0,0
0,0,0
123829,1.497,30.7
0,0,0
0,0,0
123831,1.498,30.7
0,0,0
0,0,0
123833,1.499,30.7
0,0,0
0,0,0
123835,1.5,30.7
0,0,0
0,0,0
123837,1.502,30.7
0,0,0
0,0,0
123839,1.501,30.7
0,0,0
0,0,0
123841,1.5,30.7
0,0,0
0,0,0
123843,1.5,30.7
0,0,0
0,0,0
123845,1.499,30.7
0,0,0
0,0,0
123847,1.499,30.7
0,0,0
0,0,0
123849,1.499,30.6
0,0,0
0,0,0
123851,1.5,30.6
0,0,0
0,0,0
123853,1.501,30.6
0,0,0
0,0,0
123855,1.502,30.6
0,0,0
0,0,0
123857,1.503,30.6
0,0,0
0,0,0
123859,1.502,30.6
0,0,0
0,0,0
123901,1.502,30.6
0,0,0
0,0,0
123903,1.501,30.6
0,0,0
0,0,0
123905,1.501,30.6
0,0,0
0,0,0
123907,1.501,30.6
0,0,0
0,0,0
123909,1.501,30.6
0,0,0
0,0,0
123911,1.502,30.6
0,0,0
0,0,0
123913,1.502,30.6
0,0,0
0,0,0
123915,1.501,30.6
0,0,0
0,0,0
123917,1.501,30.5
0,0,0
0,0,0
123919,1.501,30.5
0,0,0
0,0,0
123921,1.503,30.5
0,0,0
0,0,0
123923,1.503,30.5
0,0,0
0,0,0
123925,1.504,30.5
0,0,0
0,0,0
123927,1.506,30.5
0,0,0
0,0,0
123929,1.505,30.5
0,0,0
0,0,0
123931,1.505,30.5
0,0,0
0,0,0
123933,1.504,30.5
0,0,0
0,0,0
123935,1.503,30.5
0,0,0
0,0,0
123937,1.503,30.5
0,0,0
0,0,0
123939,1.503,30.5
0,0,0
0,0,0
123941,1.503,30.4
0,0,0
0,0,0
123943,1.504,30.4
0,0,0
0,0,0
123945,1.505,30.4
0,0,0
0,0,0
123947,1.507,30.4
0,0,0
0,0,0
123949,1.507,30.4
0,0,0
0,0,0
123951,1.507,30.4
0,0,0
0,0,0
123953,1.506,30.4
0,0,0
0,0,0
123955,1.505,30.4
0,0,0
0,0,0
123957,1.504,30.4
0,0,0
0,0,0
123959,1.505,30.4
0,0,0
0,0,0
124001,1.505,30.4
0,0,0
0,0,0
124003,1.505,30.4
0,0,0
0,0,0
124005,1.505,30.4
0,0,0
0,0,0
124007,1.505,30.4
0,0,0
0,0,0
124009,1.505,30.3
0,0,0
0,0,0
124011,1.505,30.3
0,0,0
0,0,0
124013,1.508,30.3
0,0,0
0,0,0
124015,1.508,30.3
0,0,0
0,0,0
124017,1.508,30.3
0,0,0
0,0,0
124019,1.508,30.3
0,0,0
0,0,0
124021,1.508,30.3
0,0,0
0,0,0
124023,1.507,30.3
0,0,0
0,0,0
124025,1.507,30.3
0,0,0
0,0,0
124027,1.507,30.3
0,0,0
0,0,0
124029,1.507,30.3
0,0,0
0,0,0
124031,1.507,30.2
0,0,0
0,0,0
124033,1.506,30.2
0,0,0
0,0,0
124035,1.507,30.2
0,0,0
0,0,0
124037,1.508,30.2
0,0,0
0,0,0
124039,1.508,30.2
0,0,0
0,0,0
124041,1.509,30.2
0,0,0
0,0,0
124043,1.509,30.2
0,0,0
0,0,0
124045,1.51,30.2
0,0,0
0,0,0
124047,1.51,30.2
0,0,0
0,0,0
124049,1.51,30.2
0,0,0
0,0,0
124051,1.509,30.2
0,0,0
0,0,0
124053,1.509,30.2
0,0,0
0,0,0
124055,1.509,30.2
0,0,0
0,0,0
124057,1.509,30.2
0,0,0
0,0,0
124059,1.51,30.1
0,0,0
0,0,0
124101,1.51,30.1
0,0,0
0,0,0
124103,1.51,30.1
0,0,0
0,0,0
124105,1.51,30.1
0,0,0
0,0,0
124107,1.51,30.1
0,0,0
0,0,0
124109,1.51,30.1
0,0,0
0,0,0
124111,1.51,30.1
0,0,0
0,0,0
124113,1.511,30.1
0,0,0
0,0,0
124115,1.511,30.1
0,0,0
0,0,0
124117,1.511,30.1
0,0,0
0,0,0
124119,1.511,30.1
0,0,0
0,0,0
124121,1.511,30.1
0,0,0
0,0,0
124123,1.511,30.1
0,0,0
0,0,0
124125,1.51,30
0,0,0
0,0,0
124127,1.51,30
0,0,0
0,0,0
124129,1.511,30
0,0,0
0,0,0
124131,1.512,30
0,0,0
0,0,0
124133,1.514,30
0,0,0
0,0,0
124135,1.513,30
0,0,0
0,0,0
124137,1.513,30
0,0,0
0,0,0
124139,1.513,30
0,0,0
0,0,0
124141,1.513,30
0,0,0
0,0,0
124143,1.511,30
0,0,0
0,0,0
124145,1.512,30
0,0,0
0,0,0
124147,1.512,30
0,0,0
0,0,0
124149,1.512,30
0,0,0
0,0,0
124151,1.513,29.9
0,0,0
0,0,0
124153,1.513,29.9
0,0,0
0,0,0
124155,1.514,29.9
0,0,0
0,0,0
124157,1.514,29.9
0,0,0
0,0,0
124159,1.515,29.9
0,0,0
0,0,0
124201,1.515,29.9
0,0,0
0,0,0
124203,1.515,29.9
0,0,0
0,0,0
124205,1.516,29.9
0,0,0
0,0,0
124207,1.514,29.9
0,0,0
0,0,0
124209,1.514,29.9
0,0,0
0,0,0
124211,1.514,29.9
0,0,0
0,0,0
124213,1.514,29.9
0,0,0
0,0,0
124215,1.515,29.9
0,0,0
0,0,0
124217,1.515,29.9
0,0,0
0,0,0
124219,1.515,29.8
0,0,0
0,0,0
124221,1.515,29.8
0,0,0
0,0,0
124223,1.515,29.8
0,0,0
0,0,0
124225,1.515,29.8
0,0,0
0,0,0
124227,1.515,29.8
0,0,0
0,0,0
124229,1.516,29.8
0,0,0
0,0,0
124231,1.517,29.8
0,0,0
0,0,0
124233,1.516,29.8
0,0,0
0,0,0
124235,1.516,29.8
0,0,0
0,0,0
124237,1.516,29.8
0,0,0
0,0,0
124239,1.515,29.8
0,0,0
0,0,0
124241,1.515,29.8
0,0,0
0,0,0
124243,1.516,29.8
0,0,0
0,0,0
124245,1.516,29.8
0,0,0
0,0,0
124247,1.516,29.8
0,0,0
0,0,0
124249,1.515,29.8
0,0,0
0,0,0
124251,1.515,29.7
0,0,0
0,0,0
124253,1.516,29.7
0,0,0
0,0,0
124255,1.517,29.7
0,0,0
0,0,0
124257,1.518,29.7
0,0,0
0,0,0
124259,1.518,29.7
0,0,0
0,0,0
124301,1.518,29.7
0,0,0
0,0,0
124303,1.518,29.7
0,0,0
0,0,0
124305,1.518,29.7
0,0,0
0,0,0
124307,1.518,29.7
0,0,0
0,0,0
124309,1.518,29.7
0,0,0
0,0,0
124311,1.518,29.7
0,0,0
0,0,0
124313,1.517,29.7
0,0,0
0,0,0
124315,1.517,29.7
0,0,0
0,0,0
124317,1.516,29.7
0,0,0
0,0,0
124319,1.517,29.6
0,0,0
0,0,0
124321,1.517,29.6
0,0,0
0,0,0
124323,1.519,29.6
0,0,0
0,0,0
124325,1.52,29.6
0,0,0
0,0,0
124327,1.52,29.6
0,0,0
0,0,0
124329,1.52,29.6
0,0,0
0,0,0
124331,1.52,29.6
0,0,0
0,0,0
124333,1.52,29.6
0,0,0
0,0,0
124335,1.52,29.6
0,0,0
0,0,0
124337,1.518,29.6
0,0,0
0,0,0
124339,1.518,29.6
0,0,0
0,0,0
124341,1.517,29.6
0,0,0
0,0,0
124343,1.518,29.6
0,0,0
0,0,0
124345,1.519,29.6
0,0,0
0,0,0
124347,1.519,29.6
0,0,0
0,0,0
124349,1.519,29.6
0,0,0
0,0,0
124351,1.519,29.5
0,0,0
0,0,0
124353,1.519,29.5
0,0,0
0,0,0
124355,1.521,29.5
0,0,0
0,0,0
124357,1.521,29.5
0,0,0
0,0,0
124359,1.522,29.5
0,0,0
0,0,0
124401,1.522,29.5
0,0,0
0,0,0
124403,1.522,29.5
0,0,0
0,0,0
124405,1.521,29.5
0,0,0
0,0,0
124407,1.52,29.5
0,0,0
0,0,0
124409,1.52,29.5
0,0,0
0,0,0
124411,1.521,29.5
0,0,0
0,0,0
124413,1.522,29.5
0,0,0
0,0,0
124415,1.521,29.5
0,0,0
0,0,0
124417,1.521,29.5
0,0,0
0,0,0
124419,1.521,29.5
0,0,0
0,0,0
124421,1.52,29.4
0,0,0
0,0,0
124423,1.521,29.4
0,0,0
0,0,0
124425,1.522,29.4
0,0,0
0,0,0
124427,1.523,29.4
0,0,0
0,0,0
124429,1.524,29.4
0,0,0
0,0,0
124431,1.523,29.4
0,0,0
0,0,0
124433,1.523,29.4
0,0,0
0,0,0
124435,1.524,29.4
0,0,0
0,0,0
124437,1.524,29.4
0,0,0
0,0,0
124439,1.525,29.4
0,0,0
0,0,0
124441,1.525,29.4
0,0,0
0,0,0
124443,1.525,29.4
0,0,0
0,0,0
124445,1.523,29.4
0,0,0
0,0,0
124447,1.522,29.4
0,0,0
0,0,0
124449,1.522,29.4
0,0,0
0,0,0
124451,1.523,29.3
0,0,0
0,0,0
124453,1.523,29.3
0,0,0
0,0,0
124455,1.523,29.3
0,0,0
0,0,0
124457,1.525,29.3
0,0,0
0,0,0
124459,1.525,29.3
0,0,0
0,0,0
124501,1.525,29.3
0,0,0
0,0,0
124503,1.524,29.3
0,0,0
0,0,0
124505,33.3,29.3
0,0,0
0,0,0
124507,33.3,29.3
0,0,0
0,0,0
124509,35.8,29.3
0,0,0
0,0,0
124511,32,29.3
0,0,0
0,0,0
124513,13.6,29.2
0,0,0
0,0,0
124515,0,0
